,Name,OBJECTID,ID_UC,Reserve.Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams,Sum_Area_km2,Never_forested_km2,Area_deforested_km2
337,Kaxinaw,339,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kaxinawn,12,Rio Branco,30,AC,Feijn,23,644501.8903,20,483847.4733,3399.260495,,63.80710023
257,Funil,340,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Xerente,14,Gurupi,190,TO,Tocantenia,28,9098.407047,46,9053.398352,151.3771623,151.255572,
520,Pinatuba,341,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Mura,15,Manaus,458,AM,Manicor,0,421927.1107,75,374351.8337,294.3291697,9.996741436,9.751797814
63,Alto Sepatini,342,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Miranha,16,Rio Branco,93,AM,Lambrea,23,213717.7754,20,81152.91415,252.6821683,,1.132327088
508,Paumari do Cuniua,343,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,17,Rio Branco,53,AM,Tapaur,45,306086.9463,19,275212.9087,423.2286878,40.0355706,1.87482969
686,Rio Manicora,344,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Mura,18,Manaus,52,AM,Manicor ,41,345610.7566,75,300890.1417,190.89221,,2.033208564
283,Inauini/Teuini,345,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Jamamadi,19,Rio Branco,460,AM,"Boca do Acre, Pauini",23,337114.0923,20,164832.2117,4544.881199,,5.930826441
285,Ipixuna,346,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Diahui,20,Rio Branco,54,AM,Humait,41,206472.883,75,188436.9501,2113.162121,36.78157753,6.438345995
306,Jatuarana,347,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Apurina,21,Manaus,45,AM,Manacapuru,0,202175.3777,6,202175.7026,52.08806128,,1.891264932
543,Recreio/Sao Felix,348,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Mura,22,Manaus,132,AM,Autazes,0,182035.8635,6,182026.6198,2.428533841,,2.191144072
125,Boa Vista - AM,349,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Mura,23,Manaus,38,AM,Careiro,0,145293.371,6,145284.7014,3.441401943,2.834122103,
541,Raimundao,350,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Makuxi, Wapixana",27,Boa Vista,240,RR,Alto Alegre,0,564376.7727,59,451581.4855,47.31857155,15.47444014,11.94755084
682,Rio Greglrio,351,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Katukina, Yawanaw",30,Rio Branco,430,AC,Tarauaca,23,753643.2051,20,586474.0228,897.3514301,,16.45062287
325,Karipuna,352,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Karipuna,32,Porto Velho,30,RO,"Nova Mamoro, Porto Velho",23,47444.24251,39,47434.94614,1458.049741,,6.215827071
438,Parque do Tumucumaque,353,,Indigenous Reserve,Indigenous Reserve,Tribal,1980,,"Apalaa, Wayana",34,Macapa,1017,"AP, PA","Alenquer, Almeirim, Laranjal do Jari, Obidos, Oriximin",46,290734.3678,7,213420.33,33408.28036,6327.459358,111.4104313
692,Rio Paru D'Este,354,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Apalaa, Wayana",35,Macapa,134,PA,"Alenquer, Almeirim, Monte Alegre",46,188578.3604,7,139275.2377,12832.70296,3.742941517,15.09301627
300,"Jaminawa do Igarap, Preto",355,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Jaminawa,37,Rio Branco,160,AC,Rodrigues Alves,23,900040.1311,20,731850.4641,248.7097354,,1.934275939
349,Kulina do Rio Envira,356,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,"Kaxinawn, Kulina",38,Rio Branco,210,AC,Feijn,23,705994.3345,20,548164.3174,783.9692401,,4.160210012
416,Nova Jacund,357,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guarani Mbyi,43,Marab,0,PA,Rondon do Par ,51,126955.5647,49,62385.70725,4.017752861,,1.41286615
351,Kulina Igarapo do Pau,358,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Kulina,45,Rio Branco,48,AC,Feijn,23,671950.1302,20,513451.9335,436.9171007,,6.723999221
334,Kaxinaw,359,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kaxinawn,48,Rio Branco,30,AC,Jordao,23,793955.5959,20,634237.2797,3399.260495,,63.80710023
312,Kampa do Igarapd Primavera,360,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kampa,50,Rio Branco,19,AC,Tarauacn,23,761374.7752,20,596438.2406,211.6851642,,1.279736973
354,Kwazo do Rio Sao Pedro,361,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Aikann, Kwazr",51,Vilhena,18,RO,Parecis,40,79005.56577,64,79009.15104,157.311214,75.49600314,6.601562541
100,Aripuana,362,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Cinta Larga,52,Cacoal,149,MT,"Aripuana, Ju na",4,19091.38011,29,19104.83113,7103.587897,28.18731941,41.28603075
295,Jaminaua/Envira,363,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Kulina,54,Rio Branco,92,AC,Feijn,23,680051.7117,20,522147.1682,770.9397736,,7.334087061
106,Badjonkore,364,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kayap,55,Reden,82,PA,"Cumaru do Norte, Sao F",28,383309.5016,46,383346.1279,2137.116221,855.5432531,69.08572839
341,Kayap,365,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Kayapn,56,Redennao,2515,PA,"Bannach, Cumaru do Norte, Ourilindia do Norte, Sao F4lix do Xingu",28,345107.8707,4,247043.0958,31931.17659,4543.810208,231.1057989
791,Waiapi,366,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Waripi,57,Macapa,495,AP,"Laranjal do Jari, Pedra Branca do Amapari",2,127879.4857,7,228.8883263,6543.621682,,22.04664388
278,Igarapa Lage,367,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,Pakaanova,59,Guajar,314,RO,"Guajaro-Mirim, Nova Mamorr",23,121549.9809,39,121548.1351,1018.961838,4.278024076,53.85621048
280,Igarapa Ribeirao,368,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,Pakaanova,60,GuajarU-Mirim,193,RO,Nova Mamorr,23,97727.53143,39,97727.93711,455.0492871,,12.84215386
516,Perigara,369,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Bororo,63,Cuiab,96,MT,Barao de Melgaao,19,139087.1559,36,139092.8903,98.69358529,48.84346355,7.820469035
86,Arara,370,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Arara,64,Altamira,135,PA,"Altamira, Brasil Novo, Medicilndia, Uruarr",3,138369.6228,10,115028.6685,2788.434068,,33.0025887
72,Aningal,371,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,65,Boa Vista,153,RR,Amajari,0,627125.68,59,513415.1473,86.03517382,59.12145592,1.313008162
74,Anta,372,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Makuxi, Wapixana",66,Boa Vista,114,RR,Alto Alegre,0,608216.499,59,493888.3964,36.56616006,29.74512536,2.250821145
75,Apiaka/Kayabi,373,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,Apiak,67,Ju,204,MT,Juara,4,220622.6042,25,80724.17994,1036.89153,107.3365481,37.81972066
85,Arao,374,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Makuxi, Wapixana",68,Boa Vista,308,RR,Amajari,0,626813.8726,59,511735.8338,573.1762224,476.9476529,10.40026583
90,Arara do Rio Branco,375,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,Arara,69,Ju,150,MT,Aripuana,4,24450.80182,29,24463.6208,1094.684952,0.01172381,11.24389457
91,Arariboia,376,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guaj,70,Imperatriz,4174,MA,"Amarante do Maranhao, Arame, Bom Jesus das Selvas, Buriticupu, Graja",5,163469.6897,73,91114.91273,4134.945,200.5335238,244.7834377
258,Galibi,377,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,Galibi,76,Oiapoque,168,AP,Oiapoque,2,335637.038,13,231468.04,71.16976849,17.27465458,2.458066273
310,Jumina,378,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Galibi, Karipuna",82,Oiapoque,129,AP,Oiapoque,2,331765.0594,13,227647.9555,471.9321843,328.0145542,1.766025548
317,Kanela,379,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,Canela,85,Barra do Corda,1268,MA,"Barra do Corda, Fernando Falcao",5,246956.0036,76,108997.2224,1343.711089,1252.033059,20.70739914
321,Karaj,380,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Karaja,86,Aragua,74,PA,Santa Maria das Barreiras,28,179115.2538,46,179132.6606,121.331039,86.4458655,5.069612535
343,Koatinemo,381,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Asurinr,87,Altamira,89,PA,"Altamira, Senador Josg Porflrio",3,220950.2702,10,100136.5223,3910.209325,,7.475033696
364,Lagoa Comprida,382,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guajajara,88,Barra do Corda,470,MA,"Itaipava do Graja , Jenipapo dos Vieiras",5,230853.9213,73,188238.4321,131.9897248,,32.14667464
377,Mangueira,383,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Makuxi,89,Boa Vista,240,RR,Alto Alegre,0,609156.1407,59,495825.7155,51.84598058,17.06678669,5.659382734
378,Manoa/Pium,384,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,"Makuxi, Wapixana",90,Boa Vista,599,RR,Bonfim,0,532184.6415,59,415239.3314,501.6072035,215.1058888,61.76193557
428,Paqui,385,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Juruna,92,Altamira,32,PA,Vituria do Xingu,51,237950.9427,10,34897.45339,147.9291054,,51.35773821
431,Parakana,386,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,Parakana,93,Marab,422,PA,"Itupiranga, Novo Repartimento",51,73236.35238,80,73236.78585,3520.559159,,30.38353418
680,Rio Formoso,387,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,Paresi,97,Tangarn da Serra,104,MT,Tangar,24,10086.06775,42,4351.085969,278.7821387,211.583846,26.42466628
690,Rio Negro Ocaia,388,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,Pakaanova,98,Guajarr-Mirim,386,RO,Guajaro-Mirim,23,179895.0161,39,179891.8296,3213.438764,34.61081398,35.24953117
728,Serra Morena,389,,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,Cinta Larga,100,Cacoal,97,MT,Ju,4,64151.5143,29,64146.6887,1396.614055,,8.197866812
735,Sucuba,390,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Makuxi,101,Boa Vista,177,RR,Alto Alegre,0,564050.4751,59,450140.3323,66.54741111,59.03400377,0.702412076
739,Tadarimana,391,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Bororo,102,Rondon,245,MT,Rondon,19,65536.45648,36,65534.57716,87.2713931,1.572238185,5.459577863
740,Taihantesu,392,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Wasusu,103,Vilhena,0,MT,Nova Lacerda,17,122753.8997,44,92463.70278,48.72583123,25.00230798,3.398308043
744,Temb0,393,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Temb1,105, ,41,PA,Tomb-Atu,51,196363.6096,80,196357.3856,10.96181147,,5.212647601
762,Truaru,394,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,"Makuxi, Wapixana",106,Boa Vista,182,RR,"Alto Alegre, Boa Vista",0,589038.5622,59,473823.0447,67.13118542,47.86158095,3.283362282
796,XambioU,395,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,"Guarani, Karajo",108,Aragua,226,TO,"Santa F, do Araguaia",5,193071.32,4,75714.95174,32.64767456,,6.058758998
769,Turo/Mariquita,396,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Temb,111, ,20,PA,Tomb-AUu,51,223214.5495,80,223210.4636,1.535198802,,0.671190688
335,Kaxinaw,397,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Kaxinawn,114,Rio Branco,255,AC,Feijn,23,728431.1856,20,565567.3608,3399.260495,,63.80710023
530,Porquinhos,398,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,Canela,116,Barra do Corda,559,MA,"Barra do Corda, Fernando Falcao",5,188781.3657,76,111904.7477,3758.142914,3013.2623,40.92875093
314,Kampa e Isolados do Rio Envira,399,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Kampa,117,Rio Branco,230,AC,"Feija, Jordao",23,730367.9905,20,575000.1572,2217.388962,,14.11623403
339,KaxinawD Seringal Independencia,400,,Indigenous Reserve,Indigenous Reserve,Tribal,,,Kaxinawn,119,Rio Branco,40,AC,Jordao,23,780234.8681,20,620932.6724,110.8007315,,3.644648151
313,Kampa do Rio Amonea,401,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Kampa,120,Rio Branco,410,AC,Marechal Thaumaturgo,23,886363.7165,20,727921.4376,824.3555323,,3.089842289
419,Nukini,402,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Nukuini,121,Rio Branco,425,AC,MCncio Lima,23,964516.8598,20,794002.0807,412.8589076,,42.08918923
144,Cana Brava/Guajajara,403,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Guajajara,122,Barra do Corda,4822,MA,"Barra do Corda, Grajae, Jenipapo dos Vieiras",5,219863.0379,76,142543.9899,1346.576291,174.2010353,191.4429022
518,Pimentel Barbosa,404,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,Xavante,124,Nova Xavantina,1667,MT,"Canarana, Ribeirao Cascalheira",36,322809.5647,79,198904.1327,3140.784206,2715.070737,19.81212938
328,Katukina/Kaxinaww,405,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,"Katukina, Kaxinawo",125,Rio Branco,460,AC,Feijk,23,629510.5245,20,459138.4507,225.2197687,,16.06098476
58,Acima,406,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Apurina,126,Rio Branco,40,AM,Lambrea,23,218764.9574,20,94809.71838,394.5374495,,2.398486244
59,Agua Preta/Inari,407,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Apurina,127,Rio Branco,165,AM,Pauini,23,294682.127,20,145058.0318,1361.95363,,6.705707145
370,Madio Rio Negro II,408,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Ban,128,Sao Gabriel da Cachoeira,0,AM,"Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,686985.6842,59,650219.262,3353.242544,0.429405543,33.07117061
729,Seruini/Mariene,409,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Apurina,129,Rio Branco,160,AM,"Lambrea, Pauini",23,250826.5116,20,82635.70728,1402.90864,10.77030623,2.648999367
513,Peneri/Tacaquiri,410,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Apurina,130,Rio Branco,309,AM,Pauini,23,266528.8473,20,94183.61452,1838.20585,5.685805572,16.58833385
150,Catipari/Mamoria,411,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Apurina,131,Rio Branco,120,AM,Pauini,23,275760.3458,20,130977.6337,1120.165798,,3.111218593
315,Kanamari do Rio Juru,412,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Kanamari,132,Manaus,496,AM,"Eirunepi, Itamarati, Pauini",23,482274.5332,20,320649.763,5898.832471,,25.12569281
380,Maraa Urubaxi,413,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,"Kanamari, Maki",133,Manaus,124,AM,"Maraa, Santa Isabel do Rio Negro",0,649190.682,59,637423.2026,982.306466,10.62689398,1.539050405
434,Parana do Parica,414,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Kanamari,134,Manaus,40,AM,Maraa,0,702771.4366,59,696652.0556,83.12926371,,
677,Rio BiU,415,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Katukina,135,Manaus,400,AM,"Carauari, Jutac",23,540260.6048,20,396362.88,11880.22968,,29.67794971
512,Paumari do Rio Ituxi,416,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,136,Rio Branco,52,AM,Lambrea,45,190777.7242,19,142882.8389,73.8092642,24.33294879,0.697119137
745,Tenharim do Igarapx Preto,417,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Tenharin,137,Porto Velho,62,AM,Novo Aripuana,41,226610.6102,75,92091.1867,826.2962194,192.9439751,11.2583489
126,Boca do Acre,418,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Apurina,138,Rio Branco,121,AM,"Boca do Acre, Lambrea",23,237377.6272,20,78688.99334,255.3562906,,15.92278842
159,Cuiu-Cuiu,419,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Miranha,139,Manaus,367,AM,Maraa,0,603892.2377,6,603898.6253,375.9148782,5.809353725,8.855061673
510,Paumari do Lago Maraha,420,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,"Apurina, Paumari",140,Rio Branco,561,AM,Lambrea,45,168584.0707,19,91336.46319,1155.04831,1.415427899,10.55333905
134,Cacau do Tarauaca,421,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Kulina,141,Rio Branco,230,AM,Envira,23,597864.5547,20,425469.4357,279.362295,,5.244156922
195,Estrela da Paz,422,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Tikuna,142,Manaus,333,AM,Jutan,45,724666.3674,19,643827.4793,129.0079578,,10.11437169
29,Ivare II,423,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Tikuna,143,Tabatinga,2200,AM,Sao Paulo de Olivenaa,23,760408.4927,20,615006.7651,1751.015278,,13.76454082
355,Lago Aiapua,424,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Mura,144,Manaus,420,AM,"Anori, Beruri",0,393500.3635,6,393500.0128,241.0310322,50.39969442,5.773377454
413,Nhamund,425,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,"Hixkaryana, Waiwvi",145,Manaus,1116,"AM, PA","Faro, Nhamunda, Oriximino, Urucarb",0,137468.584,59,99913.52771,11046.03605,57.33127997,136.0926767
384,Marajai,426,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mayoruna,146,Manaus,267,AM,Alvaraes,0,610191.0385,19,600689.9013,10.00912076,,10.00549337
393,Meria,427,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,Miranha,147,Manaus,75,AM,Alvaraes,0,614459.4819,19,597016.9867,5.946952207,,4.321661437
118,Barreira da Missao,428,,Indigenous Reserve,Indigenous Reserve,Tribal,1991,,Kamb,148,Manaus,480,AM,Tefb,0,590952.3243,19,575827.9105,19.35271903,,0.531088718
506,Patau,429,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Mura,149,Manaus,47,AM,Autazes,0,167979.8704,6,167970.9399,6.265170052,,1.732609632
411,Natal/Felicidade,430,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mura,150,Manaus,97,AM,Autazes,0,183853.3242,6,183844.0716,3.400276762,1.803359809,
719,Sao Pedro,431,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Mura,151,Manaus,47,AM,Autazes,0,200841.6906,6,200832.6107,6.244636671,,1.334698098
395,Miguel/Josefa,432,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Mura,152,Manaus,247,AM,Autazes,0,210209.0734,6,210199.7613,16.50336243,1.092794355,8.34524436
277,Igarapa Grande,433,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kamb,153,Manaus,42,AM,Alvaraes,0,615865.85,19,596878.0468,12.1457656,,2.961213936
534,Porto Praia,434,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Tikuna,154,Manaus,118,AM,Uarini,0,632797.784,19,629747.3766,48.86467941,,0.060518401
768,Tupa-Supl,435,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,Tikuna,155,Manaus,42,AM,"Alvaraes, Uarini",0,625374.3716,19,599860.5949,87.7277393,,0.789835173
158,Cuia,436,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Mura,156,Manaus,75,AM,Autazes,0,176178.4863,6,176169.2129,13.66162925,,5.297413084
785,Vale do Javari,437,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,"Kanamari, Kulina, Matos, Mayoruna",157,Atalaia do Norte,3027,AM,"Atalaia do Norte, Benjamin Constant, Juta , Sao Paulo de OlivenGa",23,638208.1563,20,472920.3916,84529.61008,10.72635315,240.6766726
764,Tukuna Porto Espiritual,438,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Tikuna,158,Tabatinga,160,AM,Benjamin Constant,23,771431.2111,20,617104.6957,29.82780906,,3.849140179
389,Mawetek,439,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kanamari,159,Manaus,207,AM,"Eirunepi, Jutas",23,644142.237,20,473276.8316,1135.41204,21.14564268,8.629400984
715,Sao Leopoldo,440,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,Tikuna,160,Tabatinga,400,AM,Benjamin Constant,23,750586.7439,20,596561.0642,727.7298225,,10.80792701
725,Sarau,441,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,Amanay,164,Marab,0,PA,Ipixuna do Par,51,184193.0726,80,184184.2657,190.232794,,55.35965659
347,Krikati,442,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,Krikat,166,Aragua,538,MA,"Amarante do Maranhao, Lajeado Novo, Montes Altos, Sltio Novo",5,66837.05874,73,44212.99768,1436.536436,1097.514598,270.2081452
363,Lago Jauari,443,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,Mura,167,Manaus,145,AM,Manicor,41,319207.7302,75,294629.0767,118.7436113,,9.500391289
415,Nova Esperan,444,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,Tikuna,168,Tabatinga,180,AM,Amatur,23,758405.1065,20,626111.0152,202.3693373,,4.24478447
432,Paran,445,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,Mura,171,Manaus,103,AM,Itacoatiara,0,164553.0667,6,164542.315,60.2445201,2.246133349,12.02774952
756,Toru,446,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,"Apurina, Tora",172,Porto Velho,103,AM,"Humaita, Manicoro",41,325052.1754,75,278336.4186,499.0907896,16.20042398,3.852417475
698,Rodeador,447,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,Guajajara,173,Barra do Corda,83,MA,Barra do Corda,5,261718.7384,76,165275.849,23.02531464,9.848722844,4.092322896
694,Rio T,448,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,Bar,177,Sao Gabriel da Cachoeira,259,AM,"Santa Isabel do Rio Negro, Sao Gabriel da Cachoeira",0,650871.3032,59,618767.487,4340.293327,58.57952348,10.40953654
522,Pirineus de Souza,449,,Indigenous Reserve,Indigenous Reserve,Tribal,1985,,Nambikwara,178,Vilhena,120,MT,Comodoro,40,105899.277,22,98010.1133,360.702306,150.671022,29.23503789
57,Acapuri de Cima,450,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Kokama,179,Manaus,101,AM,Fonte Boa,45,747542.8923,19,669075.9888,204.428684,,0.653562728
805,Zuruaha,451,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Zuruaha,180,Manaus,123,AM,Tapauh,23,290662.2059,19,175207.9894,2434.775462,,12.23829318
383,Maraiwatsede,452,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Xavante,181,C,700,MT,"Alto Boa Vista, Bom Jesus do Araguaia, Sao Felix do Araguaia",36,330774.4733,34,327457.2648,1554.561639,214.9703629,984.6903328
780,Urubu Branco,453,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Tapirapi,182,Sao F,88,MT,"Confresa, Luciara, Porto Alegre do Norte, Santa Terezinha",28,309936.1009,34,292351.7034,1588.761446,443.2144645,312.9193331
345,Kraolandia,454,,Indigenous Reserve,Indigenous Reserve,Tribal,1992,,Krah,184,AraguaBna,1402,TO,"Goiatins, Itacaja",28,148041.2292,81,49740.16562,2955.554809,2955.5547,
410,Nambikwara,455,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,Nambikwara,185,Vilhena,220,MT,Comodoro,40,122368.7891,22,23509.74082,9420.066603,6204.160125,27.11635584
305,Jarudore,456,,Indigenous Reserve,Indigenous Reserve,Tribal,1958,,Bororo,187,Rondonwpolis,0,MT,Poxoroo,19,108236.073,36,108233.6822,43.68401509,23.75707489,19.92001519
319,Karaj,457,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Karaji,188,Goi,0,MT,Cocalinho,48,385250.9309,79,214056.4107,121.331039,86.4458655,5.069612535
511,Paumari do Lago Parico,458,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Paumari,189,Rio Branco,60,AM,Tapaur,45,320852.4885,19,301002.551,156.3360139,90.11953353,1.16856159
255,Fortaleza do Castanho,459,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,Mura,190,Manaus,75,AM,Manaquiri,0,230450.8488,6,230447.3323,27.92926332,,5.061300517
509,Paumari do Lago Manissua,460,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Paumari,191,Rio Branco,86,AM,Tapaur,45,330406.036,19,314940.2965,227.7174695,75.37895538,1.283406905
155,Coata-Laranjal,461,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Munduruku,192,Manaus,1768,AM,Borba,0,228550.9136,37,191518.7599,11571.84589,73.66507671,87.82204876
81,Apurina Igarap,462,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Apurina,193,Manaus,120,AM,Tapaun,41,321242.5855,66,321247.668,997.175317,0.014053706,2.817024965
143,Campinas/Katukina,463,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Katukina,194,Rio Branco,175,AC,"Cruzeiro do Sul, Tarauacm",23,826574.6792,20,656510.3713,326.2096555,,7.315478384
282,Ilha do Camaleao,464,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Tikuna,195,Manaus,120,AM,Anama,0,295916.8676,6,295916.911,1.683296608,,0.510467658
358,Lago do Beruri,465,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Tikuna,196,Manaus,120,AM,Beruri,0,284830.278,6,284829.1876,43.3310901,,6.488435933
122,Batovi,466,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Wauru,197,Xingu,236,MT,Ga,34,284621.3839,47,152893.6053,47.01811624,8.328142284,1.540128799
276,Igarapa do Caucho,467,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,Kaxinawn,198,Rio Branco,320,AC,"Feijn, Tarauace",23,657793.6206,20,489103.5026,117.0800811,,20.03147367
436,Parque do Araguaia,468,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,Avo,199,Gurupi,1801,TO,"Formoso do Araguaia, Lagoa da Confusao, Pium",36,167376.6764,34,167118.0863,12788.4864,11658.91401,56.60473227
386,Marechal Rondon,469,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,Xavante,201,C,376,MT,Paranatinga,34,199728.8973,47,130024.8585,927.7253632,927.7253633,
387,Massaco,470,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,Isolados,203,Porto Velho,0,RO,"Alta Floresta d'Oeste, Sao Francisco do Guapora",40,168116.7059,64,168124.256,3927.253462,1558.540232,13.75803031
