Name,OBJECTID,ID_UC,RESERVE_TYPE,CLASS,GOV_LEVEL,YEAR_CREATED,POLYGON_QUALITY,ID_TI,ADR6,POPULATION,OPDAM_ID,NEAR_DIST_OpDam_m,DAM_ID,NEAR_DIST_ALLDAMS_m,TOTAL_AREA_KM2,NEVER_FOR_KM2,DEF_AREA_KM2
Pantaleao,662,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,530,Manaus,182,0,186237.5626,6,186228.2365,105.614564,1.854795416,49.88334351
Guapenu,663,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,531,Manaus,285,0,176831.0007,6,176821.6482,105.7209038,20.14841198,26.16827375
Ponciano,664,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,532,Manaus,0,0,173285.3687,6,173276.9184,105.7291144,,30.0814502
Capivara,665,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,533,Manaus,154,0,184463.2827,6,184454.8199,105.593797,0.166580984,28.80791863
Muratuba,666,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,534,Manaus,31,0,210293.5255,6,210285.6996,105.2730838,,22.77315392
Lago Do Limao,667,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,535,Manaus,49,0,257580.6655,6,257573.8164,104.7388685,,4.335550584
Vista Alegre,668,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,536,Manaus,23,0,217842.581,6,217838.7605,105.5003422,,16.49397423
Igarapt Paiol,669,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,537,Manaus,34,0,242279.1429,6,242275.8067,105.3045689,,9.016903781
Sao Francisco,670,,Indigenous Reserve,Indigenous Reserve,Tribal,1993,,538,Manaus,0,0,187684.8675,6,187683.6847,106.1732418,,46.03526145
Lago Do Barrigudo,671,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,539,Manaus,25,0,311669.5714,6,311667.1004,104.7517711,,0.093146983
Rio Cuieras,672,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,540,Manaus,564,0,156069.3083,6,156076.4856,107.9690089,,
Igarapp-A,673,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,541,Manaus,266,0,361099.2635,6,361095.0852,103.9012245,7.056409662,
Baixo Grande,674,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,542,Porto Velho,0,41,331886.727,75,296818.7864,102.2369154,7.906238093,5.970642255
Apurina Igarap  Tauamirim,675,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,543,Manaus,120,41,362356.132,66,362361.6326,103.1821479,,1.193829105
Zor0,676,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,544,Porto Velho,300,4,129506.7158,29,129521.6922,3469.839885,0.214564439,219.1926948
Igarapo Lourdes,677,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,545,Cacoal,500,40,210852.5557,75,165221.841,97.31512463,,44.72634308
Purubor,678,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,546,Porto Velho,0,40,271965.7705,64,271976.0585,95.66459769,3.795012521,65.47552763
Pirineus De Souza,679,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,547,Vilhena,120,40,100345.9843,64,100331.5169,360.702306,150.671022,29.23503789
Enawen,680,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,548,Ju,300,40,186986.9992,22,113854.9471,95.76128076,,15.52001895
Soror,681,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,549,Marab,0,5,162540.8504,67,53689.8962,360.830282,,112.9374521
Kapotnhinore,682,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,550,Col,0,28,464703.4791,74,333554.6595,97.84909942,97.84909942,
Rio Arraias/Br 080,683,,Indigenous Reserve,Indigenous Reserve,Tribal,,,551,Col,0,34,487075.7972,74,181978.2921,96.8267602,,3.215754654
Ikpeng,684,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,552,Xingu,0,34,317597.4407,47,170135.7107,95.23002807,38.73546355,22.07888702
Hu'uhi,685,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,553,Nova Xavantina,0,34,257908.0923,79,123178.8,93.56436688,93.56306527,
Pimentel Barbosa,686,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,554,Nova Xavantina,1667,36,345695.4302,79,286414.5437,3140.784206,2715.070737,19.81212938
Iso0'P,687,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,555,Campinepolis,0,34,312943.5516,79,117576.6778,93.5631146,93.56321056,
Norotsura,688,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,556,Campin,0,34,325191.4738,79,101786.1041,93.38835416,93.39274062,
Eterairebere,689,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,557,Nova Xavantina,0,34,300726.2055,79,61483.79077,93.08360886,93.0830733,
Areoes,690,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,558,Nova Xavantina,832,34,390050.983,79,133733.8078,1759.921532,934.167952,33.96178102
Sangradouro/Volta Grande,691,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,559,C,858,19,178446.7072,2,59790.17227,1033.985171,972.6482104,0.135334877
Tereza Cristina,692,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,560,Rondonapolis,358,19,74349.21649,36,74352.32881,356.7394717,288.2772973,1.751399553
Estacao Parecis,693,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,561,Tangar  da Serra,34,26,133032.041,8,80845.22058,93.56878844,61.38362889,3.420149156
Menko,694,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,562,Tangaro da Serra,72,4,242248.698,63,68607.99704,517.2902972,1.40246595,42.85201065
Rio Formoso,695,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,563,Tangar,104,26,17415.83958,42,17222.46703,278.7821387,211.583846,26.42466628
Paukalirajausu,696,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,564,Vilhena,0,17,82900.81305,33,82912.8128,92.98321227,87.84246257,0.210745118
Baixo Rio Negro,697,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,565,Manaus,2515,0,453227.3599,59,415018.2207,109.9705658,,7.1018008
Cua Cut/ Marabitanas,698,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,566,Sao Gabriel da Cachoeira,0,0,872469.2664,59,827678.1471,111.8878697,,
Sao Sebastiao Meneroazinho,699,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,567,Manaus,43,45,685633.7934,19,622230.2424,106.5440563,2.125779487,1.655976672
Riozinho,700,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,568,Manaus,22,45,668177.6819,19,576650.1274,105.7240543,,0.618371968
Sao Gabriel/Sao Salvador,701,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,569,Tabatinga,0,45,757682.8818,20,647220.7968,106.2727602,2.502517563,5.666086603
Porto Redenaao,702,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,570,Tabatinga,0,23,778199.9339,20,646863.9917,105.8589968,2.653061971,8.344964881
Jaminawa Da Colocarao Sao Paulino,703,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,571,Rio Branco,46,23,426973.6373,20,263012.5527,98.9347595,,35.84966824
Lameirao,704,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,572,Atalaia do Norte,113,23,848801.3125,20,688487.3359,104.551602,,
Guanabara,705,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,573,Tabatinga,0,23,769363.7834,20,613391.5751,104.3049412,,
Karitiana,706,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,574,Porto Velho,130,45,46498.60662,68,46493.78409,958.3795675,18.751314,34.20285601
Kulina Do Rio Uern - Matatibem,707,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,575,Manaus,120,23,511912.2497,20,397420.078,103.4438529,,4.446907857
Igarapp Preto/Pauana,708,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,576,Rio Branco,120,23,507987.4438,20,384151.3368,103.1964341,,6.977285499
Zuruaha,709,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,577,Manaus,123,23,302973.7093,20,178803.6397,2434.775462,,12.23829318
Mamorip,710,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,578,Rio Branco,0,23,306612.2379,20,166788.1952,100.8440411,,0.575003178
Sakoa/Santa Vit Ria,711,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,579,Rio Branco,0,23,291521.6297,20,129844.1765,100.232452,,0.798054781
Garaperi/Lago Da Vitoria,712,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,580,Rio Branco,130,23,305433.2824,20,133810.9394,99.73985501,,7.936550309
Valparaiso,713,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,581,Rio Branco,50,23,292717.5332,20,121152.7466,99.32260508,,9.58738589
Monte/Primavera/Goiaba,714,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,582,Rio Branco,178,23,261554.5892,20,91579.20429,99.1370986,,60.24930137
Iquirema,715,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,583,Rio Branco,66,23,276279.3263,20,106349.4614,99.15897746,,54.68470207
Jamamadi Do Lourdes,716,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,584,Manaus,0,23,316832.5639,20,147869.7994,99.16582964,,4.301098467
Caiapuca,717,,Indigenous Reserve,Indigenous Reserve,Tribal,,,585,Rio Branco,72,23,368416.9428,20,205681.1287,98.85535692,28.60824511,0.74128174
Kaxinaw,718,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,586,Rio Branco,0,23,643539.9008,20,475345.7168,3399.260495,,63.80710023
Jaminawa Do Rio Caetr,719,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,587,Rio Branco,103,23,519457.9785,20,362524.2037,98.4702266,,
Jaminawa Do Guajare,720,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,588,Rio Branco,0,23,534857.5314,20,396555.8702,97.49238873,,0.370184988
Manchineri Do Seringal Guanabara,721,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,589,Rio Branco,92,23,543739.9493,20,407902.2783,97.36008879,,1.919888538
Jaminawa Arara Do Rio Bagn,722,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,590,Rio Branco,165,23,830979.5063,20,666933.5116,99.1174077,,0.670089353
Nauo,723,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,591,Rio Branco,0,23,982370.0128,20,812470.5584,100.5280463,,2.786654151
Nukini,724,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,592,Rio Branco,425,23,980193.6072,20,809793.5916,412.8589076,,42.08918923
Praia Do Indio,725,,Indigenous Reserve,Indigenous Reserve,Tribal,,,593,Itaituba,69,3,251413.2549,70,89429.11388,0.317740758,,0.317740712
Tereza Cristina,726,,Indigenous Reserve,Indigenous Reserve,Tribal,1967,,594,Rondonapolis,358,19,51683.70622,36,51686.05654,356.7394717,288.2772973,1.751399553
Sururue,727,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,596,Tabatinga,0,23,741141.7511,20,588927.4598,363.6201698,,5.699354274
Tikuna De Feijoal,728,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,597,Tabatinga,2830,23,745225.3625,20,595609.0169,418.0324184,,18.23072596
Parque Do Aripuana,729,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,598,Ju,244,40,33607.18144,64,33597.28123,15071.50104,985.5011038,45.75137471
Enawenu-Nawa,730,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,599,Ju2na,300,40,104797.0659,22,34584.30229,6989.570999,3603.536267,17.76296639
Enawena-Nawa,731,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,600,Ju2na,300,40,107720.8898,64,107709.1579,6989.570999,3603.536267,17.76296639
Igarapa Lourdes,732,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,601,Cacoal,500,40,155971.8319,75,146120.3612,1863.403691,32.77832005,55.88717654
Apipica,733,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,602,Manaus,68,0,158713.0511,6,158704.2647,6.646196899,,6.273978246
Arara Da Volta Grande Do Xingu,734,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,603,Altamira,80,51,214125.0554,10,41514.95157,259.2800555,,17.30608113
Barreirinha,735,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,604,Marab,73,51,146876.9743,80,146867.5487,24.16494263,,3.173048729
Betania,736,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,605,Manaus,2085,45,740948.2138,20,630306.9531,1254.200482,70.68386985,32.83753187
Guato,737,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,606,Campo Grande,382,20,282285.4646,38,282276.7747,0.654677518,0.045714795,
Apinayp Ii,738,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,612,AraguaUna,0,5,32935.46529,30,32941.46861,102.0395931,47.1265017,45.53370337
Tapirap,739,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,613,Sao F,467,28,271031.292,34,243677.8377,723.3403957,325.281499,18.34987667
Sao Domingos - Mt,740,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,614,Sao F,122,36,276003.1467,34,242143.5872,151.6558496,146.9066221,0.20005903
Paqui,741,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,615,Altamira,32,51,244576.2993,10,32193.11421,147.9291054,,51.35773821
Brinco Das Mo As,742,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,616,Itaituba,0,3,126446.0046,28,126455.8453,106.8896846,,5.646292006
Muratuba Do Par,743,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,617,Itaituba,0,3,67657.13038,28,67666.0899,106.719485,,11.10790587
Baixo Tapajos/Arapiuns,744,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,618,Itaituba,0,3,104583.2528,28,104588.4195,106.315859,,24.15008312
Baixo Rio Negro Ii,745,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,619,Sao Gabriel da Cachoeira,0,0,652005.5121,59,625409.4142,109.6541787,,
Chiquitano De Baia Grande,746,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,620,Vilhena,58,17,64225.9625,33,64228.24869,92.26270581,29.78242587,60.07768253
Uaaa,747,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,636,Oiapoque,3665,2,282320.2249,13,179948.1586,5398.715872,2139.821107,77.02076748
Wawi,748,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,637,Xingu,240,34,462179.4644,74,281970.2809,1506.537714,170.9207479,100.9247108
Kaxuyana,749,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,638,Parintins,0,0,281722.6419,11,241428.9226,110.0064837,,
Escrivao,750,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,639,Itaituba,0,3,136618.0652,28,136619.1468,105.734165,,27.23351495
Pontal Dos Apiak,751,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,640,Col,0,4,296782.9356,32,188707.3227,100.3007152,,
Sissa,752,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,642,Manaus,0,0,163087.1999,6,163078.7373,105.8582987,,69.44004673
Escondido,753,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,650,Ju,45,4,87430.71825,29,87421.97806,1615.512536,,3.861616611
Japuira,754,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,651,Ju,640,4,122889.4979,25,0,1463.533196,10.07698148,49.04354837
Erikpatsl,755,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,652,Ju,550,4,149198.5204,25,434.1845179,765.2183522,2.482825251,11.42989568
Lago Grande,756,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,662,Sao F,0,28,215621.8689,46,215674.8697,97.75846956,75.5715909,11.51578222
Tunayana,757,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,664,Parintins,0,0,348866.8367,11,223012.4844,110.701613,,0.03410172
Tanaru ( Interdiiao ),758,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,670,Vilhena,0,40,94459.47393,64,94459.91643,75.40865952,,7.135025941
Krenreh,759,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,671,Gurupi,0,36,354928.9649,34,322950.0966,56.23554238,47.66751991,0.079552214
Arara Do Rio Amonia,760,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,673,Rio Branco,278,23,886930.4698,20,725884.0999,199.1050254,,11.80162795
Tikuna De Santo Antonio,761,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,675,Tabatinga,1095,23,795517.6833,20,640324.1709,10.73580939,,9.801414496
Piripkura ( Interdilao ),762,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,676,Ju,0,4,143803.3129,75,112549.6785,2316.125208,,92.49682472
Igarapp Taboca Do Alto Tarauac,763,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,677,Rio Branco,0,23,785024.0152,20,627434.5219,2.744531202,,0.418834941
Lago Do Marinheiro,764,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,679,Manaus,65,0,190092.0029,6,190086.3388,36.37460834,,6.55445782
Banaw,765,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,680,Rio Branco,100,45,222871.5518,19,171126.9937,1890.383732,12.34424276,7.546656288
Las Casas,766,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,681,Reden ao,0,28,258832.2005,4,186056.9061,207.3445873,171.1705577,31.46325009
Kaxarari,767,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,686,Rio Branco,191,23,150942.2556,16,35546.38808,1401.087761,,9.761919686
Apurina Do Igarap  Mucuim,768,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,687,Manaus,58,23,224242.9443,19,109669.193,712.9618464,3.312023815,4.046085968
Utaria Wyhyna/Iradu Irrna,769,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,689,Gurupi,0,28,179898.9427,46,179957.1615,1689.763489,1270.529944,2.71606098
Bom Intento,770,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,690,Tabatinga,120,23,798232.9385,20,643386.2443,14.35261322,,0.897380492
Trocari,771,,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,691,Marabo,239,51,27662.2098,80,27674.48924,0.142590513,,
Balaio,772,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,692,Sao Gabriel da Cachoeira,350,0,805160.9171,59,758356.0419,2753.91776,,19.11915323
Karaj,773,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,694,Aragua,74,28,178365.2011,46,178384.193,121.331039,86.4458655,5.069612535
Uaaa,774,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,697,Oiapoque,3665,2,245075.5698,13,140850.6144,5398.715872,2139.821107,77.02076748
Sao Domingos Do Jacapari E Estaoao,775,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,698,Tabatinga,428,45,740989.6665,19,647450.8287,1382.764799,4.560348529,7.598120719
Tabocal,776,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,699,Manaus,15,0,223002.3463,6,222998.2877,9.185039182,,1.89076953
Lago Do Correio,777,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,702,Tabatinga,0,23,844338.4567,20,711118.0667,135.427223,,1.031192152
Xipaya,778,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,704,Altamira,47,3,258830.9851,15,175486.2466,1777.065084,,1.324780354
Matintin,779,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,708,Tabatinga,146,23,812185.6524,20,688437.1931,223.2406926,0.457220058,5.613677515
Sarar,780,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,709,Vilhena,70,17,49656.31693,33,49668.40653,622.0841584,102.2012029,41.88679392
Canoana,781,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,710,Gurupi,0,36,156769.9175,56,156815.6248,95.52070896,76.27709102,1.103949955
Wahuri,782,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,711,Gurupi,0,36,178687.7986,56,178738.2523,95.39004001,89.66148486,0.088094425
Trombetas/Mapuera,783,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,712,Parintins,2805,0,122422.9354,59,23324.61813,42276.57588,,38.76126509
Setema,784,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,714,Manaus,77,0,325966.3493,6,325959.3308,492.5160311,0.418828447,4.503777441
Prosperidade,785,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,718,Tabatinga,0,45,777668.5055,19,683517.8135,57.27443112,1.22460033,0.17564447
Rio Negro Ocaia,786,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,719,Guajarr-Mirim,386,23,170071.1799,39,170068.7806,3213.438764,34.61081398,35.24953117
Tenharim Marmelos (Gleba B),787,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,721,Porto Velho,393,41,175992.5153,75,120745.4904,4633.074956,208.795879,41.72106035
Braganea-Marituba,788,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,723,Itaituba,0,3,73763.78309,28,73768.45899,138.2031428,,12.53151201
Munduruku-Taquara,789,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,724,Itaituba,0,3,85862.41437,28,85863.58295,258.3257623,,9.329846256
Sao Sebastiao,790,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,726,Tabatinga,224,45,764055.5198,19,668052.747,618.2695793,1.871327095,6.371292614
Jarawara/Jamamadi/Kanamati,791,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,727,Rio Branco,400,45,206896.0276,19,125820.123,3802.517813,6.002073789,27.89872454
Cacique Fontoura,792,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,728,Sao F,489,36,270948.9883,34,243463.5474,304.8424566,298.4654415,0.038571725
Sao Domingos - Mt,793,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,729,Sao F,122,36,271634.831,34,241311.7234,151.6558496,146.9066221,0.20005903
Santa Cruz Da Nova Alianta,794,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,730,Tabatinga,0,45,772433.4554,19,673790.773,61.2880609,,3.315139121
Barro Alto,795,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,731,Tabatinga,0,45,776613.1458,19,678417.4024,19.89396603,,1.678207642
Terena Gleba Iriri,796,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,746,Rondonapolis,0,28,576854.3212,74,233641.1405,291.7341289,38.74828705,10.8983811
Uneiuxi,797,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,748,Manaus,160,0,738487.0573,59,720752.0614,9975.572104,0.395476651,6.730034132
