OBJECTID,ID_UC,Name,Reserve Type,Class,gov_level,year_created,Polygon_quality,Organization_group_name,ID_TI,ADR6,Population,State,Municipality,OpDam_ID,NEAR_DIST_OpDam_m,Dam_ID,NEAR_DIST_alldams
451,,Zuruaha,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,Zuruaha,180,Manaus,123,AM,Tapauh,23,290662.2059,19,175207.9894
709,,Zuruaha,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,Zuruaha,577,Manaus,123,AM,Tapauh,23,302973.7093,20,178803.6397
285,1039,1REA DE PROTE CO AMBIENTAL TRIUNFO DO XINGU,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,317758.9882,15,294143.4051
287,1927,1REA DE PROTE EO AMBIENTAL - BAIXO RIO BRANCO,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Funda14o Estadual do Meio Ambiente e Recursos Hcdricos de Roraima,,,,,,0,225605.2485,59,174256.2096
329,1887,1REA DE PROTE EO AMBIENTAL DA BAIXADA MARANHENSE,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,,,,,,5,392289.0512,73,313136.8214
294,1027,1REA DE PROTE EO AMBIENTAL DA ILHA DO COMBU,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,287432.865,80,287431.8892
222,1025,1REA DE PROTE EO AMBIENTAL DA REGImO METROLPOLITANA DE BELnM,Enviornmental Protection Area,Sustainable Use,State,1993,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,292123.2167,80,292122.2504
290,1893,1REA DE PROTE EO AMBIENTAL DA REGInO DO MARACANa,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,,,,,,5,558318.0995,73,484050.6146
310,1491,1REA DE PROTE EO AMBIENTAL DAS NASCENTES DE ARAGUAINA,Enviornmental Protection Area,Sustainable Use,State,1999,Correct,Instituto Natureza do Tocantins,,,,,,5,94092.21741,4,76446.3829
262,1885,1REA DE PROTE EO AMBIENTAL DAS REENTR NCIAS MARANHENSES,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,,,,,,51,478364.3594,73,451538.061
270,1024,1REA DE PROTE EO AMBIENTAL DE ALGODOAL-MAIANDEUA,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,421876.3336,80,421873.9493
306,1026,1REA DE PROTE EO AMBIENTAL DE SbO GERALDO DO ARAGUAIA,Enviornmental Protection Area,Sustainable Use,State,1996,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,5,105130.6746,67,6652.168838
304,1888,1REA DE PROTE EO AMBIENTAL DE UPAON-AtU / MIRITIBA / ALTO PREGUIuAS,Enviornmental Protection Area,Sustainable Use,State,1992,Correct,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranh o,,,,,,5,506540.2893,73,438772.8191
319,1023,1REA DE PROTE EO AMBIENTAL DO ARQUIPeLAGO DO MARAJo,Enviornmental Protection Area,Sustainable Use,State,1989,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,16,88932.19178,31,88924.33667
227,1890,1REA DE PROTE EO AMBIENTAL DO ITAPIRACd,Enviornmental Protection Area,Sustainable Use,State,1997,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,,,,,,5,574573.9856,73,499788.0748
327,1029,1REA DE PROTE EO AMBIENTAL DO LAGO DE TUCURUI,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,0,80,0
300,1016,1REA DE PROTE EO AMBIENTAL DO RIO PRETO,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Secretaria do Meio Ambiente da Bahia,,,,,,28,267671.818,21,95497.92237
274,1500,1REA DE PROTE EO AMBIENTAL FOZ DO RIO SANTA TEREZA,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,36,29386.20554,56,29363.6574
230,1494,1REA DE PROTE EO AMBIENTAL LAGO DE PEIXE/ANGICAL,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,36,0,56,0
298,1493,1REA DE PROTE EO AMBIENTAL LAGO DE SANTA ISABEL,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,5,95764.89171,67,176.9744357
249,1492,"1REA DE PROTE EO AMBIENTAL LAGO DE SeO SALVADOR DO TOCANTINS, PARAN  E PALMEIR)POLIS",Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Instituto Natureza do Tocantins,,,,,,48,0,72,0
276,1028,1REA DE PROTE EO AMBIENTAL PAYTUNA,Enviornmental Protection Area,Sustainable Use,State,2001,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,,,,,,3,65480.27641,50,54435.77523
255,1498,1REA DE PROTE EO AMBIENTAL SERRA DO LAJEADO,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,28,1072.994357,46,1025.16726
268,1501,1REA DE PROTEDeO AMBIENTAL ILHA DO BANANAL/CANTdO,Enviornmental Protection Area,Sustainable Use,State,1997,Correct,Instituto Natureza do Tocantins,,,,,,28,83605.36722,46,83607.04255
234,1497,1REA DE PROTEDeO AMBIENTAL LAGO DE PALMAS,Enviornmental Protection Area,Sustainable Use,State,1999,Correct,Instituto Natureza do Tocantins,,,,,,28,29595.66497,46,29649.24285
235,1499,1rea de Proteuro Ambiental Jalap1o,Enviornmental Protection Area,Sustainable Use,State,2000,Correct,Instituto Natureza do Tocantins,,,,,,28,180572.5549,21,23316.36207
236,1896,1REA DE PROTEurO AMBIENTAL NASCENTES DO RIO PARAGUAI,Enviornmental Protection Area,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,59345.73866,48,59351.86813
253,1983,1REA DE RELEVANTE INTERESSE ECOLvGICO JAPIIM PENTECOSTE,Area of ??Relevant Ecological Interest,Sustainable Use,State,2009,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,899350.1118,20,729279.4775
278,293,2REA DE PROTE EO AMBIENTAL DO RIO CURIA,Enviornmental Protection Area,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,16,68485.25324,31,68478.15017
265,2065,2REA DE PROTE EO AMBIENTAL DO RIO MADEIRA,Enviornmental Protection Area,Sustainable Use,State,1991,Correct,Secretaria de Estado do Desenvolvimento Ambiental de Rond nia,,,,,,45,0,68,0
250,305,3REA DE PROTEurO AMBIENTAL BACIA DO RIO DE JANEIRO,Enviornmental Protection Area,Sustainable Use,State,1993,Correct,Secretaria do Meio Ambiente da Bahia,,,,,,36,228263.7258,55,111046.4865
313,453,4REA DE PROTE EO AMBIENTAL DAS CABECEIRAS DO RIO CUIAB,Enviornmental Protection Area,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,25382.73662,48,25381.59654
242,478,4REA DE PROTE EO AMBIENTAL DO SALTO MAGESSI,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,147967.6266,47,0
271,461,4REA DE PROTEDeO AMBIENTAL DA CHAPADA DOS GUIMARiES,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,25582.26491,24,300.8850754
323,886,8REA DE PROTE EO AMBIENTAL DA FAZENDINHA,Enviornmental Protection Area,Sustainable Use,State,2004,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,16,99631.79656,31,99625.05987
312,993,9REA DE PROTE EO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,0,6,0
318,940,9REA DE PROTE EO AMBIENTAL IGARAPi SnO FRANCISCO,Enviornmental Protection Area,Sustainable Use,State,2005,Approximate,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,341125.0885,20,214496.5713
228,941,9REA DE PROTE EO AMBIENTAL LAGO DO AMAP,Enviornmental Protection Area,Sustainable Use,State,2005,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,345575.1989,20,221050.2263
226,994,9REA DE PROTE EO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMaES,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,150986.5213,6,150982.4651
244,995,9REA DE PROTE EO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUM  A U-TARUM) MIRIMA,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,111317.1998,6,111315.0837
245,997,9REA DE PROTE EO AMBIENTAL NHAMUNDn,Enviornmental Protection Area,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,3,235585.5548,11,157580.9801
295,996,9REA DE PROTEDeO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURI -APUAUZINHO,Enviornmental Protection Area,Sustainable Use,State,1995,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,74434.63459,6,74436.41939
275,998,FLORESTA ESTADUAL APU,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,242043.702,32,215472.5847
328,999,FLORESTA ESTADUAL ARIPUANn,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,150685.0491,29,150689.4732
248,1737,FLORESTA ESTADUAL CANUTAMA,Forest,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,259802.899,19,251252.3628
233,1035,FLORESTA ESTADUAL DE FARO,Forest,Sustainable Use,State,2006,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,,,,,,0,185533.0114,6,185528.5585
247,1036,FLORESTA ESTADUAL DE IRIRI,Forest,Sustainable Use,State,2006,Approximate,Instituto de Desenvolvimento Florestal e da Biodiversidade do Parn,,,,,,3,333286.117,15,221637.7579
251,2059,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS,Forest,Sustainable Use,State,1996,Correct,Secretaria de Estado do Desenvolvimento Ambiental de Rond nia,,,,,,41,121240.8467,75,68812.81348
326,763,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO CEDRO,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,157682.0586,75,49454.75517
221,740,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO,Forest,Sustainable Use,State,1990,Schematic,Secretaria de Estado do Desenvolvimento Ambiental de Rondania,,,,,,41,96568.86261,75,5109.896403
269,758,"FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MADEIRA """"B""""",Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,45,22049.20947,68,22050.34772
280,761,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO GAVIdO,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,121804.8694,75,53777.32691
291,759,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,124661.5597,75,60550.92097
224,778,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO PERIQUITO,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,116540.4471,75,61582.01875
260,739,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C),Forest,Sustainable Use,State,1990,Schematic,Secretaria de Estado do Desenvolvimento Ambiental de Rondania,,,,,,45,14775.13543,68,14785.66267
283,760,FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO,Forest,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,122485.2749,75,81778.35361
284,1731,FLORESTA ESTADUAL DE TAPAUs,Forest,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,41,198084.1124,66,198090.0286
259,885,FLORESTA ESTADUAL DO AMAPr,Forest,Sustainable Use,State,2006,Approximate,Secretaria de Estado do Meio Ambiente do Amapi,,,,,,16,301.4315591,13,0
219,1754,FLORESTA ESTADUAL DO ARAGUAIA,Forest,Sustainable Use,State,2002,Correct,Secretaria Estadual do Meio Ambiente e dos Recursos Hodricos de Goi s,,,,,,36,247191.745,56,247256.07
325,1038,FLORESTA ESTADUAL DO PARU,Forest,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,46,30109.17653,45,19394.79478
279,1037,FLORESTA ESTADUAL DO TROMBETAS,Forest,Sustainable Use,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,3,199022.3771,11,10329.86044
314,1000,FLORESTA ESTADUAL MANICORe,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,207410.8252,75,94780.25458
264,1003,FLORESTA ESTADUAL MAoES,Forest,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,236275.4895,70,87431.18695
225,1002,FLORESTA ESTADUAL RIO URUBU,Forest,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,46802.39978,6,46799.65199
330,1001,FLORESTA ESTADUAL SUCUNDURI,Forest,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,151673.761,29,151675.3409
299,1735,RESERVA DE DESENVOLVIMENTO SUSTENT VEL DO MATUPIRI,Sustainable Development Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,308609.5099,6,308603.4867
232,1977,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA,Sustainable Development Reserve,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,312069.6852,6,312063.5226
246,3182,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA,Sustainable Development Reserve,Sustainable Use,State,2014,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,123009.6384,6,123010.0102
301,985,RESERVA DE DESENVOLVIMENTO SUSTENTiVEL CUJUBIM,Sustainable Development Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,540756.8875,20,378918.7117
293,981,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL AMANi,Sustainable Development Reserve,Sustainable Use,State,1998,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,371083.1936,59,367935.5579
297,982,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL ARIPUANt,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,150419.0527,29,150422.6144
281,984,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL CANUMe,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,224163.3728,6,224153.4302
239,1573,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO JUMA,Sustainable Development Reserve,Sustainable Use,State,2006,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,376829.9219,75,320496.2893
322,292,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL DO RIO IRATAPURU,Sustainable Development Reserve,Sustainable Use,State,1997,Correct,Secretaria de Estado do Meio Ambiente do Amape,,,,,,46,26201.14381,7,0
309,986,RESERVA DE DESENVOLVIMENTO SUSTENTmVEL MAMIRAUt,Sustainable Development Reserve,Sustainable Use,State,1990,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,601932.3308,6,601937.5499
267,1030,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL ALCOBAoA,Sustainable Development Reserve,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,3721.737756,80,3729.918238
324,983,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL BARARATI,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,267806.707,32,204059.1224
272,1730,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL DO RIO NEGRO,Sustainable Development Reserve,Sustainable Use,State,2008,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,170120.9831,6,170119.3269
273,990,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL DO UATUMa,Sustainable Development Reserve,Sustainable Use,State,2004,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,43476.11149,6,43465.95325
316,987,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL PIAGAzU PURUS,Sustainable Development Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,352138.3596,6,352137.7952
315,988,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL RIO AMAPa,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,41,368305.1883,75,339637.3368
305,989,RESERVA DE DESENVOLVIMENTO SUSTENTnVEL UACARr,Sustainable Development Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,477236.1192,20,344472.7197
223,1031,RESERVA DE DESENVOLVIMENTO SUSTENTsVEL PUCURUi - ARARiO,Sustainable Development Reserve,Sustainable Use,State,2002,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,51,17502.2263,80,17501.10011
220,1732,RESERVA DE DESENVOLVIMENTO SUSTENTtVEL IGAPR-AuU,Sustainable Development Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,0,327492.1015,6,327488.1987
282,743,RESERVA EXTRATIVISTA ANGELIM,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,136781.2129,75,44270.5178
231,754,RESERVA EXTRATIVISTA AQUARIQUARA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,178907.5226,75,77661.39383
256,1733,RESERVA EXTRATIVISTA CANUTAMA,Extractive Reserve,Sustainable Use,State,2009,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,202728.5847,19,178761.4802
254,753,RESERVA EXTRATIVISTA CASTANHEIRA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,154033.8515,75,63564.48228
289,991,RESERVA EXTRATIVISTA CATUe-IPIXUNA,Extractive Reserve,Sustainable Use,State,2003,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,45,518166.8258,19,499723.4249
321,771,RESERVA EXTRATIVISTA CURRALINHO,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,23,347351.6485,39,347347.8776
266,992,RESERVA EXTRATIVISTA DO GUARIBA,Extractive Reserve,Sustainable Use,State,2005,Correct,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,4,170620.927,29,170631.2154
303,748,RESERVA EXTRATIVISTA DO ITAeBA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,174311.3821,75,89607.29476
257,1506,RESERVA EXTRATIVISTA DO RIO GREGiRIO,Extractive Reserve,Sustainable Use,State,2007,Schematic,Secretaria de Estado do Meio Ambiente do Amazonas,,,,,,23,699727.6376,20,527477.4437
292,745,RESERVA EXTRATIVISTA FREIJs,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,172040.0892,75,74168.31444
302,757,RESERVA EXTRATIVISTA GARROTE,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,179467.7456,75,69441.71142
261,463,RESERVA EXTRATIVISTA GUARIBA-ROOSEVELT,Extractive Reserve,Sustainable Use,State,1996,Schematic,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,95838.02088,29,95852.36619
237,749,RESERVA EXTRATIVISTA IP,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,136309.375,75,57143.15707
263,776,RESERVA EXTRATIVISTA JACI-PARANb,Extractive Reserve,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,23,34066.93548,39,34056.86697
317,750,RESERVA EXTRATIVISTA JATOBi,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,169282.447,75,88822.31082
238,744,RESERVA EXTRATIVISTA MARACATIARA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,180848.5773,75,55459.18976
240,751,RESERVA EXTRATIVISTA MASSARANDUBA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,181070.2008,75,64644.87122
241,747,RESERVA EXTRATIVISTA MOGNO,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,157619.0159,75,45294.37734
277,773,RESERVA EXTRATIVISTA PEDRAS NEGRAS,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,40,229575.7873,64,229580.485
308,746,RESERVA EXTRATIVISTA PIQUIi,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,171050.5866,75,76598.53855
296,775,RESERVA EXTRATIVISTA RIO CAUTARIO,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,23,277515.2442,39,277510.2783
320,772,RESERVA EXTRATIVISTA RIO PACAFS NOVOS,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,23,170765.3701,39,170764.2552
229,777,RESERVA EXTRATIVISTA RIO PRETO-JACUND,Extractive Reserve,Sustainable Use,State,1996,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,111775.5246,75,4791.808118
258,755,RESERVA EXTRATIVISTA ROXINHO,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,176016.0184,75,73034.06994
252,756,RESERVA EXTRATIVISTA SERINGUEIRA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,177750.0563,75,71730.74846
286,752,RESERVA EXTRATIVISTA SUCUPIRA,Extractive Reserve,Sustainable Use,State,1995,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,151174.0263,75,52967.75778
307,2045,RESERVA PARTICULAR DO PATRIM NIO NATURAL CRISTALINO I,Private Reservation of the Natural Heritage,Sustainable Use,State,2011,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,394939.226,78,97727.1777
243,1924,RESERVA PARTICULAR DO PATRIM NIO NATURAL CRISTALINO III,Private Reservation of the Natural Heritage,Sustainable Use,State,2007,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,392773.1575,78,96958.49596
288,2754,RESERVA PARTICULAR DO PATRIMbNIO NATURAL POLEIRO GRANDE,Private Reservation of the Natural Heritage,Sustainable Use,State,1998,Correct,Instituto de Meio Ambiente do Mato Grosso do Sul,,,,,,19,142090.143,36,142095.7984
311,2790,RESERVA PARTICULAR DO PATRIMiNIO NATURAL FAZENDA LOANDA,Private Reservation of the Natural Heritage,Sustainable Use,State,2011,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,26,171804.8899,52,22625.41788
168,1919,ESTA,Esta,Protection Integral,State,2003,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,104356.9774,29,104368.2715
171,1891,ESTA,Esta,Protection Integral,State,2005,Approximate,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhdo,,,,,,5,573786.1746,73,498139.2759
175,1034,ESTA,Esta,Protection Integral,State,2006,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,46,233850.3082,11,99073.69469
197,1899,ESTA,Esta,Protection Integral,State,1997,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,177133.6543,75,124739.5276
180,764,ESTAetO ECOLeGICA SAMUEL,Esta,Protection Integral,State,1989,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,41,26898.08142,66,26888.93817
179,768,ESTAetO ECOLeGICA SERRA DOS TRoS IRMnOS,Esta,Protection Integral,State,1990,Approximate,Secretaria de Estado do Desenvolvimento Ambiental de Rondtnia,,,,,,23,11493.5923,39,11499.37715
204,451,ESTAitO ECOLtGICA DO RIO RONURO,Estao Ecologica,Protection Integral,State,1998,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,236717.058,47,89752.67231
217,1489,MONUMENTO NATURAL DAS oRVORES FOSSILIZADAS,Natural Monument,Protection Integral,State,2000,Correct,Instituto Natureza do Tocantins,,,,,,5,93402.46508,81,75825.10344
188,1920,MONUMENTO NATURAL MORRO DE SANTO ANTeNIO,Natural Monument,Protection Integral,State,2006,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,34,103137.4986,24,80578.82667
200,939,PARQUE ESTADUAL CHANDLESS,Park,Protection Integral,State,2004,Correct,Secretaria de Estado de Meio Ambiente do Acre,,,,,,23,553212.5513,20,396214.0389
206,2042,PARQUE ESTADUAL CHARAPUCU,Park,Protection Integral,State,2010,Correct,Instituto de Desenvolvimento Florestal e da Biodiversidade do Para,,,,,,16,135275.1345,31,135267.1729
211,1901,PARQUE ESTADUAL CRISTALINO,Park,Protection Integral,State,2000,Correct,Secretaria de Estado do Meio Ambiente de Mato Grosso,,,,,,4,378463.9576,78,86285.50889
